Date,year,Quarter,Month,Product_id,Product_name,Category,Region,Sales_units,Sales_amount,Revenue,Cost,Expenses,Profit,Profit_margin,Customer_count,New_customers,Repeat_customer,Ave_order_value,Discount_Amount,profit,profit_margin
2019-05-19,2019,Q2,May,P1004,Headphones,Accessories,South,460,773260,790442,532641.7,138120.5,119679.9,15.14,3048,1828,1220,259.33,6206,119679.80000000005,15.140870550906968
2020-10-20,2020,Q4,Oct,P1002,Laptop,Electronics,North,461,847779,865240,570030.5,112886.8,182322.7,21.07,2506,1376,1130,345.27,6358,182322.7,21.07192224122787
2021-07-13,2021,Q3,Jul,P1004,Headphones,Accessories,South,482,882060,896227,530199.1,120895.8,245132.1,27.35,1634,857,777,548.49,4571,245132.10000000003,27.35156383371624
2019-07-06,2019,Q3,Jul,P1005,Smartwatch,Accessories,North,491,548938,563996,314291.7,108012.7,141691.5,25.12,469,161,308,1202.55,4688,141691.59999999998,25.122802289377933
2019-04-17,2019,Q2,Apr,P1005,Smartwatch,Accessories,East,68,72012,89068,62445.38,12916.56,13706.06,15.39,300,127,173,296.89,6801,13706.060000000003,15.388310055238696
2021-09-10,2021,Q3,Sep,P1005,Smartwatch,Accessories,East,160,167680,171966,116744.1,23156.51,32065.43,18.65,1041,542,499,165.19,3546,32065.389999999996,18.646354511938405
2022-05-21,2022,Q2,May,P1002,Laptop,Electronics,East,385,455840,476195,306203.0,52335.56,117656.5,24.71,3053,1112,1941,155.98,4544,117656.44,24.70761767763206
2021-05-09,2021,Q2,May,P1004,Headphones,Accessories,North,382,732294,741263,521974.6,150815.3,68473.18,9.24,159,72,87,4662.03,6839,68473.10000000003,9.237355702362054
2020-01-31,2020,Q1,Jan,P1004,Headphones,Accessories,East,595,1087660,1098045,690231.6,187931.2,219882.2,20.02,2371,604,1767,463.11,2709,219882.2,20.02488058321836
2019-12-31,2019,Q4,Dec,P1003,Tablet,Electronics,North,702,1533168,1542860,899244.6,281148.3,362467.0,23.49,1234,605,629,1250.29,6108,362467.10000000003,23.493194457047302
2021-09-19,2021,Q3,Sep,P1001,Mobile,Electronics,North,357,767550,788577,486842.4,83936.26,217798.3,27.62,699,202,497,1128.15,4718,217798.33999999997,27.61915957477836
2019-11-13,2019,Q4,Nov,P1003,Tablet,Electronics,East,360,536400,542546,335870.8,95163.84,111511.3,20.55,783,409,374,692.91,4929,111511.36000000002,20.553346628672962
2019-05-16,2019,Q2,May,P1001,Mobile,Electronics,East,169,158353,182200,118305.9,17924.58,45969.53,25.23,2529,910,1619,72.04,5756,45969.520000000004,25.230252469813397
2024-06-08,2024,Q2,Jun,P1005,Smartwatch,Accessories,West,353,318406,324658,213073.2,29091.52,82493.33,25.41,3727,1357,2370,87.11,3874,82493.27999999998,25.4092860795052
2019-01-16,2019,Q1,Jan,P1005,Smartwatch,Accessories,North,419,838000,844487,486598.2,81085.87,276802.9,32.78,1086,474,612,777.61,6869,276802.93,32.77764252143609
2022-04-30,2022,Q2,Apr,P1003,Tablet,Electronics,South,334,521040,542610,328368.4,70354.91,143886.7,26.52,901,464,437,602.23,3229,143886.68999999997,26.51751534251119
2020-10-28,2020,Q4,Oct,P1001,Mobile,Electronics,West,495,1068210,1072808,599095.0,146296.0,327417.0,30.52,1653,910,743,649.01,1793,327417.0,30.519626997561538
2024-01-17,2024,Q1,Jan,P1002,Laptop,Electronics,West,156,194376,198595,124062.1,36924.19,37608.73,18.94,385,104,281,515.83,2562,37608.70999999999,18.937390165915552
2021-01-07,2021,Q1,Jan,P1005,Smartwatch,Accessories,East,47,66411,85280,58413.0,11015.63,15851.37,18.59,1090,534,556,78.24,2435,15851.37,18.587441369606005
2023-10-19,2023,Q4,Oct,P1005,Smartwatch,Accessories,South,734,1082650,1091227,706569.8,173869.9,210787.3,19.32,3270,1947,1323,333.71,1244,210787.29999999996,19.316540004966882
2019-05-06,2019,Q2,May,P1004,Headphones,Accessories,East,496,979104,983591,546868.7,137302.6,299419.8,30.44,3523,890,2633,279.19,4535,299419.70000000007,30.441484316143608
2024-09-18,2024,Q3,Sep,P1005,Smartwatch,Accessories,North,687,1374000,1379505,857566.5,302014.2,219924.3,15.94,3270,1820,1450,421.87,6822,219924.3,15.942261898289603
2022-02-04,2022,Q1,Feb,P1002,Laptop,Electronics,North,573,1123653,1131521,774382.0,112302.5,244836.5,21.64,819,274,545,1381.59,6922,244836.5,21.637822011257413
2023-05-16,2023,Q2,May,P1003,Tablet,Electronics,South,509,942159,963562,677806.1,94231.67,191524.2,19.88,3537,1567,1970,272.42,1474,191524.23000000004,19.876689823799616
2019-05-15,2019,Q2,May,P1001,Mobile,Electronics,West,632,970120,987935,701783.9,197088.6,89062.46,9.02,3934,2344,1590,251.13,3238,89062.49999999997,9.015016170092158
2019-08-02,2019,Q3,Aug,P1002,Laptop,Electronics,East,102,127500,147682,97860.29,26764.81,23056.9,15.61,1878,1007,871,78.64,4818,23056.900000000005,15.612532332985744
2024-11-21,2024,Q4,Nov,P1003,Tablet,Electronics,East,271,319238,327730,225473.5,52084.36,50172.15,15.31,2258,585,1673,145.14,1927,50172.14,15.308986055594545
2022-03-31,2022,Q1,Mar,P1005,Smartwatch,Accessories,North,690,889410,893709,565381.8,117202.0,211125.1,23.62,2406,1181,1225,371.45,4067,211125.19999999995,23.62348370666514
2020-08-07,2020,Q3,Aug,P1003,Tablet,Electronics,East,91,103103,110909,67865.73,20785.58,22257.68,20.07,2152,874,1278,51.54,917,22257.690000000002,20.068425465922516
2021-06-14,2021,Q2,Jun,P1001,Mobile,Electronics,South,701,994018,1018226,590739.2,93800.71,333686.2,32.77,2769,1030,1739,367.72,4696,333686.09,32.77131894098167
2022-02-18,2022,Q1,Feb,P1002,Laptop,Electronics,West,301,304913,323255,213665.2,45834.14,63755.67,19.72,2590,1189,1401,124.81,5809,63755.65999999999,19.723023619124216
2024-06-21,2024,Q2,Jun,P1005,Smartwatch,Accessories,North,277,486689,511678,336141.3,41137.97,134398.7,26.27,1971,606,1365,259.6,3874,134398.73,26.26627097510544
2024-01-26,2024,Q1,Jan,P1002,Laptop,Electronics,West,405,428085,441600,261364.2,69409.82,110826.0,25.1,2619,1342,1277,168.61,5539,110825.97999999998,25.096462862318837
2023-01-31,2023,Q1,Jan,P1002,Laptop,Electronics,West,560,1154160,1175024,834711.2,177464.3,162848.5,13.86,3487,889,2598,336.97,2802,162848.50000000006,13.85916372771961
2023-06-19,2023,Q2,Jun,P1005,Smartwatch,Accessories,South,122,168604,193250,120114.8,38910.42,34224.79,17.71,1668,501,1167,115.86,6743,34224.78,17.710106080206987
2024-11-20,2024,Q4,Nov,P1005,Smartwatch,Accessories,East,78,79404,89177,59836.37,16339.08,13001.56,14.58,3365,994,2371,26.5,2395,13001.549999999997,14.579487984570012
2020-06-16,2020,Q2,Jun,P1001,Mobile,Electronics,South,135,235710,255882,163238.9,44135.46,48507.63,18.96,2795,1426,1369,91.55,5742,48507.64000000001,18.95703488326651
2022-04-17,2022,Q2,Apr,P1001,Mobile,Electronics,West,455,792155,807969,547358.0,75629.7,184981.3,22.89,3814,1082,2732,211.84,1254,184981.3,22.894603629594698
2024-06-19,2024,Q2,Jun,P1005,Smartwatch,Accessories,West,266,352716,366282,213898.8,38213.5,114169.7,31.17,167,53,114,2193.31,4659,114169.70000000001,31.16989095833265
2023-06-23,2023,Q2,Jun,P1001,Mobile,Electronics,West,799,1529286,1549937,925354.0,340013.3,284569.7,18.36,3306,1020,2286,468.83,1316,284569.7,18.36008173235428
2023-06-18,2023,Q2,Jun,P1004,Headphones,Accessories,North,258,559086,577007,363422.7,49411.36,164173.0,28.45,2099,788,1311,274.9,5626,164172.94,28.452504042411963
2021-09-28,2021,Q3,Sep,P1005,Smartwatch,Accessories,South,95,126445,144515,88002.4,25871.09,30641.51,21.2,1406,565,841,102.78,4367,30641.510000000006,21.202996228765183
2023-10-10,2023,Q4,Oct,P1005,Smartwatch,Accessories,West,790,1078350,1092073,766800.7,133593.5,191678.8,17.55,3905,1994,1911,279.66,5530,191678.80000000005,17.55183032636097
2021-12-22,2021,Q4,Dec,P1001,Mobile,Electronics,West,655,1161970,1165992,800562.9,141063.5,224365.6,19.24,186,54,132,6268.77,2150,224365.59999999998,19.242464785350155
2019-07-19,2019,Q3,Jul,P1005,Smartwatch,Accessories,East,275,535975,549959,360060.0,85201.51,104697.5,19.04,462,156,306,1190.39,4939,104697.49,19.0373264188785
2024-05-15,2024,Q2,May,P1002,Laptop,Electronics,North,364,458640,472350,299071.1,45362.04,127916.9,27.08,3554,1801,1753,132.91,3532,127916.86000000002,27.08094844924315
2024-09-16,2024,Q3,Sep,P1003,Tablet,Electronics,South,694,1295004,1305771,758178.2,211224.8,336368.0,25.76,1744,963,781,748.72,5211,336368.00000000006,25.76010648115175
2023-10-27,2023,Q4,Oct,P1005,Smartwatch,Accessories,South,157,288880,300098,173939.2,50220.87,75937.98,25.3,2137,816,1321,140.43,2675,75937.93,25.30437723676932
2023-05-29,2023,Q2,May,P1001,Mobile,Electronics,East,574,824838,831548,530250.7,123092.5,178204.8,21.43,717,344,373,1159.76,3165,178204.80000000005,21.43048867894578
2024-09-23,2024,Q3,Sep,P1004,Headphones,Accessories,West,353,402420,415198,255132.8,65281.03,94784.22,22.83,182,59,123,2281.31,5177,94784.17000000001,22.82866728645129
2024-06-18,2024,Q2,Jun,P1005,Smartwatch,Accessories,North,529,849045,866964,506914.5,114947.3,245102.2,28.27,2901,1054,1847,298.85,2414,245102.2,28.27132383812938
2022-05-24,2022,Q2,May,P1001,Mobile,Electronics,North,771,724740,736630,523676.8,96041.76,116911.4,15.87,198,77,121,3720.35,1119,116911.44000000002,15.871121187027413
2022-11-18,2022,Q4,Nov,P1004,Headphones,Accessories,East,71,93578,103182,63231.21,13066.47,26884.31,26.06,321,118,203,321.44,6408,26884.32,26.055242193405824
2021-02-27,2021,Q1,Feb,P1001,Mobile,Electronics,South,301,382270,387054,262944.2,53001.09,71108.69,18.37,588,213,375,658.26,4913,71108.70999999999,18.371780165041567
2022-03-31,2022,Q1,Mar,P1001,Mobile,Electronics,South,507,493818,512824,351834.5,93821.3,67168.23,13.1,3573,1910,1663,143.53,3012,67168.2,13.097709935572437
2022-10-31,2022,Q4,Oct,P1002,Laptop,Electronics,North,477,578601,597215,393852.7,60256.15,143106.2,23.96,2647,799,1848,225.62,2397,143106.15,23.962249776043805
2024-12-31,2024,Q4,Dec,P1002,Laptop,Electronics,South,138,223422,231742,143455.0,39415.61,48871.37,21.09,2238,1073,1165,103.55,6636,48871.39,21.088706406262137
2022-08-08,2022,Q3,Aug,P1004,Headphones,Accessories,North,782,1343476,1352869,937508.5,223773.5,191586.9,14.16,1698,474,1224,796.74,3239,191587.0,14.161533747909072
2023-11-30,2023,Q4,Nov,P1005,Smartwatch,Accessories,North,277,492229,498619,286428.3,85841.03,126349.7,25.34,3779,2022,1757,131.94,5927,126349.67000000001,25.339922866958542
2022-08-06,2022,Q3,Aug,P1005,Smartwatch,Accessories,West,567,1025136,1034366,603289.3,219185.4,211891.2,20.49,1264,510,754,818.33,772,211891.29999999996,20.48513775588138
2022-02-28,2022,Q1,Feb,P1001,Mobile,Electronics,South,616,1022560,1030274,730455.8,121458.3,178359.8,17.31,3396,1836,1560,303.38,3161,178359.89999999997,17.31188984677862
2020-11-08,2020,Q4,Nov,P1005,Smartwatch,Accessories,South,244,388204,399047,221542.1,44781.49,132723.4,33.26,816,253,563,489.03,6827,132723.41,33.26009467556453
2023-05-29,2023,Q2,May,P1004,Headphones,Accessories,West,51,83283,100112,68098.64,11408.43,20604.93,20.58,3234,906,2328,30.96,6566,20604.93,20.581878296308133
2024-08-28,2024,Q3,Aug,P1005,Smartwatch,Accessories,West,398,368946,380823,246007.4,48039.9,86775.65,22.79,948,255,693,401.71,3656,86775.70000000001,22.78636006753794
2022-02-27,2022,Q1,Feb,P1001,Mobile,Electronics,East,153,141678,154492,109618.5,32948.07,11925.47,7.72,1896,1066,830,81.48,6322,11925.43,7.7191246148667885
2023-02-19,2023,Q1,Feb,P1004,Headphones,Accessories,South,351,336960,349183,213262.1,74417.45,61503.41,17.61,3676,1888,1788,94.99,5424,61503.45,17.613529295526988
2024-01-14,2024,Q1,Jan,P1005,Smartwatch,Accessories,East,534,756144,764963,438217.3,153777.7,172968.0,22.61,2707,1564,1143,282.59,5773,172968.0,22.611289696364402
2021-11-21,2021,Q4,Nov,P1004,Headphones,Accessories,North,108,170424,188316,114729.4,23412.68,50173.91,26.64,2704,1337,1367,69.64,1124,50173.920000000006,26.643471611546556
2020-01-10,2020,Q1,Jan,P1003,Tablet,Electronics,West,635,950595,967694,630520.3,99344.46,237829.2,24.58,3510,1981,1529,275.7,2433,237829.23999999993,24.576905509386222
2019-12-29,2019,Q4,Dec,P1005,Smartwatch,Accessories,East,592,1281088,1298255,808141.0,281454.1,208659.9,16.07,598,318,280,2170.99,718,208659.90000000002,16.07233555811455
2020-12-16,2020,Q4,Dec,P1004,Headphones,Accessories,North,474,971700,981878,637900.5,89631.26,254346.2,25.9,3961,1221,2740,247.89,5454,254346.24,25.904057326877677
2019-07-19,2019,Q3,Jul,P1001,Mobile,Electronics,West,282,551592,570381,324579.8,54622.78,191178.4,33.52,2659,1400,1259,214.51,577,191178.42,33.51766976810238
2022-01-10,2022,Q1,Jan,P1002,Laptop,Electronics,South,671,627385,635827,421151.5,138105.6,76569.91,12.04,1779,490,1289,357.41,5723,76569.9,12.042568182854769
2023-04-21,2023,Q2,Apr,P1004,Headphones,Accessories,East,280,614600,638603,367612.5,98741.27,172249.2,26.97,395,146,249,1616.72,1544,172249.22999999998,26.972818793522734
2020-11-26,2020,Q4,Nov,P1002,Laptop,Electronics,West,77,158004,171030,106767.9,20156.22,44105.92,25.79,270,92,178,633.44,3140,44105.880000000005,25.788388002104895
2022-10-19,2022,Q4,Oct,P1003,Tablet,Electronics,West,604,1088408,1093077,730993.7,162364.0,199719.3,18.27,1293,546,747,845.38,4743,199719.30000000005,18.271292873237662
2023-12-22,2023,Q4,Dec,P1003,Tablet,Electronics,East,319,601634,611897,409868.6,116674.8,85353.64,13.95,786,272,514,778.49,5865,85353.60000000002,13.949014294889503
2019-11-18,2019,Q4,Nov,P1003,Tablet,Electronics,West,361,620559,637852,415062.8,90843.07,131946.1,20.69,885,497,388,720.74,1481,131946.13,20.686010234349034
2020-03-29,2020,Q1,Mar,P1002,Laptop,Electronics,South,556,847900,866823,564467.9,147695.6,154659.5,17.84,2169,718,1451,399.64,2906,154659.49999999997,17.84210848120089
2023-12-25,2023,Q4,Dec,P1001,Mobile,Electronics,South,605,931700,944336,620379.1,195336.7,128620.2,13.62,2375,1269,1106,397.62,3856,128620.20000000001,13.620173328137444
2022-10-16,2022,Q4,Oct,P1004,Headphones,Accessories,South,396,769428,777973,449982.1,166840.4,161150.5,20.71,1489,689,800,522.48,2271,161150.50000000003,20.714150748162215
2021-12-21,2021,Q4,Dec,P1001,Mobile,Electronics,North,283,371862,394588,263309.5,41411.86,89866.6,22.77,1388,397,991,284.29,1752,89866.64,22.7748030857502
2021-03-06,2021,Q1,Mar,P1002,Laptop,Electronics,West,705,755760,764382,469212.8,62695.77,232473.5,30.41,866,300,566,882.66,1656,232473.43000000002,30.41325279768493
2022-08-26,2022,Q3,Aug,P1002,Laptop,Electronics,West,103,206309,228929,146905.7,24827.64,57195.69,24.98,662,221,441,345.81,697,57195.65999999999,24.98401687859554
2020-02-01,2020,Q1,Feb,P1002,Laptop,Electronics,West,73,119939,126561,89495.33,11256.32,25809.36,20.39,3460,1145,2315,36.58,1433,25809.35,20.39281453212285
2019-06-29,2019,Q2,Jun,P1005,Smartwatch,Accessories,North,646,760988,765081,433373.9,97170.53,234536.6,30.66,2166,741,1425,353.22,3837,234536.56999999998,30.655129326175917
2022-10-14,2022,Q4,Oct,P1005,Smartwatch,Accessories,South,158,316474,328951,222775.7,60173.99,46001.31,13.98,458,248,210,718.23,6714,46001.30999999999,13.98424385394785
2020-07-08,2020,Q3,Jul,P1001,Mobile,Electronics,West,90,104310,117340,81816.6,23908.99,11614.41,9.9,3334,1024,2310,35.19,2280,11614.409999999993,9.89808249531276
2020-10-17,2020,Q4,Oct,P1003,Tablet,Electronics,East,130,213460,227445,163055.0,43158.16,21231.89,9.33,350,121,229,649.84,3524,21231.839999999997,9.334933720240056
2021-03-01,2021,Q1,Mar,P1004,Headphones,Accessories,West,684,1370052,1374586,985229.5,287568.6,101787.9,7.4,3270,1108,2162,420.36,6660,101787.90000000002,7.404985937584117
2022-01-19,2022,Q1,Jan,P1001,Mobile,Electronics,East,557,612143,618939,349858.8,95576.73,173503.5,28.03,1077,361,716,574.69,5280,173503.47000000003,28.03240222380558
2023-08-29,2023,Q3,Aug,P1003,Tablet,Electronics,West,507,755430,761104,440567.5,136147.6,184388.9,24.23,1554,725,829,489.77,5526,184388.9,24.226505181946226
2023-06-10,2023,Q2,Jun,P1004,Headphones,Accessories,South,599,1192609,1211694,729101.4,247210.5,235382.1,19.43,3724,1720,2004,325.37,6372,235382.09999999998,19.425869897845494
2023-05-27,2023,Q2,May,P1001,Mobile,Electronics,South,192,360576,378743,240803.4,54292.53,83647.11,22.09,2637,958,1679,143.63,2785,83647.07,22.08544316330599
2021-12-21,2021,Q4,Dec,P1003,Tablet,Electronics,South,610,891820,907701,644805.6,118867.9,144027.5,15.87,518,297,221,1752.32,3929,144027.50000000003,15.867284491258687
2022-11-25,2022,Q4,Nov,P1002,Laptop,Electronics,East,193,413599,425418,251558.9,67365.14,106494.0,25.03,1599,525,1074,266.05,4853,106493.96,25.032781875708128
2020-06-02,2020,Q2,Jun,P1003,Tablet,Electronics,South,582,1144212,1166490,826926.4,154449.4,185114.2,15.87,3921,2282,1639,297.5,5272,185114.19999999998,15.869334499224166
2020-12-29,2020,Q4,Dec,P1005,Smartwatch,Accessories,South,670,1051900,1067916,749507.2,97948.84,220459.9,20.64,2278,618,1660,468.8,3738,220459.96000000005,20.643942032893978
2020-01-22,2020,Q1,Jan,P1002,Laptop,Electronics,East,322,662032,673991,431898.6,107769.1,134323.3,19.93,2076,1183,893,324.66,3649,134323.30000000002,19.929539118474878
2019-08-17,2019,Q3,Aug,P1001,Mobile,Electronics,South,232,489984,497288,275581.7,55207.32,166499.0,33.48,3408,1419,1989,145.92,1425,166498.97999999998,33.48139910876594
2023-05-23,2023,Q2,May,P1002,Laptop,Electronics,West,538,1117964,1131305,749997.7,192826.3,188481.0,16.66,328,137,191,3449.1,4463,188481.00000000006,16.66049385444244
2022-02-24,2022,Q1,Feb,P1005,Smartwatch,Accessories,North,355,414640,421929,243699.4,70774.07,107455.5,25.47,1180,320,860,357.57,2562,107455.53,25.467680581330033
2022-04-15,2022,Q2,Apr,P1001,Mobile,Electronics,East,644,1170792,1184520,786606.3,171697.5,226216.2,19.1,2095,699,1396,565.4,1232,226216.19999999995,19.097710464998478
2021-05-16,2021,Q2,May,P1005,Smartwatch,Accessories,North,704,755392,763537,473663.9,153883.7,135989.5,17.81,953,326,627,801.19,1964,135989.39999999997,17.81045319349291
2019-03-12,2019,Q1,Mar,P1001,Mobile,Electronics,West,249,407613,416008,277478.7,85242.86,53286.4,12.81,2655,1128,1527,156.69,6588,53286.43999999999,12.808994057806578
2020-09-17,2020,Q3,Sep,P1003,Tablet,Electronics,East,439,769567,783970,446026.8,77798.82,260144.4,33.18,2492,683,1809,314.59,4172,260144.38,33.182950878222385
2023-09-04,2023,Q3,Sep,P1002,Laptop,Electronics,East,54,99198,110872,61023.28,21308.58,28540.14,25.74,175,68,107,633.55,6738,28540.14,25.741521754816365
2019-06-24,2019,Q2,Jun,P1005,Smartwatch,Accessories,West,346,460872,478028,334738.7,104984.7,38304.59,8.01,3186,1718,1468,150.04,6080,38304.59999999999,8.013045260947056
2023-06-14,2023,Q2,Jun,P1001,Mobile,Electronics,North,737,1556544,1573786,1085451.0,154885.1,333450.1,21.19,1975,1051,924,796.85,2115,333449.9,21.187753608177985
2020-02-15,2020,Q1,Feb,P1001,Mobile,Electronics,North,431,619778,633459,359510.4,110885.4,163063.2,25.74,1911,532,1379,331.48,666,163063.19999999998,25.741713354771186
2024-09-04,2024,Q3,Sep,P1002,Laptop,Electronics,North,501,524046,533857,312308.6,58198.48,163350.0,30.6,3066,1355,1711,174.12,3481,163349.92,30.598066523432305
2019-03-10,2019,Q1,Mar,P1002,Laptop,Electronics,North,329,600096,608508,356922.0,111026.1,140559.9,23.1,3044,1047,1997,199.9,883,140559.9,23.09910469541896
2024-07-12,2024,Q3,Jul,P1003,Tablet,Electronics,East,126,250992,267645,150068.3,42655.32,74921.43,27.99,1458,578,880,183.57,4732,74921.38,27.992818845859258
2019-03-14,2019,Q1,Mar,P1001,Mobile,Electronics,West,256,511744,520407,288726.1,82108.68,149572.3,28.74,2286,763,1523,227.65,2556,149572.22000000003,28.741392794485858
2021-12-07,2021,Q4,Dec,P1004,Headphones,Accessories,West,455,904995,928587,586212.7,151875.7,190498.6,20.51,3871,1798,2073,239.88,6957,190498.60000000003,20.514889827232132
2019-06-09,2019,Q2,Jun,P1005,Smartwatch,Accessories,South,497,747488,760003,442217.2,158769.0,159016.8,20.92,1984,752,1232,383.07,2512,159016.8,20.9231805663925
2020-03-11,2020,Q1,Mar,P1004,Headphones,Accessories,North,784,1136016,1144473,669564.0,215664.8,259244.2,22.65,2646,1525,1121,432.53,1167,259244.2,22.651840628830914
2020-08-23,2020,Q3,Aug,P1002,Laptop,Electronics,West,178,275188,294188,204770.5,35768.51,53648.96,18.24,1783,725,1058,165.0,4673,53648.99,18.236294478360776
2023-05-25,2023,Q2,May,P1003,Tablet,Electronics,South,368,494592,515337,366812.0,92697.36,55827.65,10.83,3129,1860,1269,164.7,5600,55827.64,10.833229517771866
2021-06-21,2021,Q2,Jun,P1002,Laptop,Electronics,North,169,331409,351225,203044.2,75558.72,72622.13,20.68,2684,778,1906,130.86,5665,72622.07999999999,20.676796925048045
2019-12-22,2019,Q4,Dec,P1003,Tablet,Electronics,South,131,140694,153924,96436.44,24862.52,32625.05,21.2,1744,532,1212,88.26,5026,32625.039999999997,21.195551051168106
2020-07-31,2020,Q3,Jul,P1002,Laptop,Electronics,West,597,548643,558222,314883.3,64918.32,178420.4,31.96,1678,852,826,332.67,3153,178420.38,31.962262325741374
2024-02-14,2024,Q1,Feb,P1002,Laptop,Electronics,West,538,837128,860078,601678.5,120799.3,137600.3,16.0,1780,613,1167,483.19,2221,137600.2,15.998572222519355
2019-08-11,2019,Q3,Aug,P1005,Smartwatch,Accessories,West,68,91800,109873,64344.72,20029.72,25498.57,23.21,3116,1631,1485,35.26,4123,25498.559999999998,23.207302977073528
2023-09-15,2023,Q3,Sep,P1003,Tablet,Electronics,West,716,1390472,1407274,800515.5,272087.4,334671.2,23.78,3960,1452,2508,355.37,1166,334671.1,23.781516605863533
2022-06-16,2022,Q2,Jun,P1005,Smartwatch,Accessories,South,289,316744,325001,226634.9,48371.48,49994.63,15.38,3051,1809,1242,106.52,4686,49994.62,15.38291266796102
2020-11-17,2020,Q4,Nov,P1001,Mobile,Electronics,North,502,634026,658306,464259.0,142799.3,51247.79,7.78,2043,620,1423,322.23,857,51247.70000000001,7.784783975841024
2019-12-12,2019,Q4,Dec,P1001,Mobile,Electronics,East,154,151536,172800,108126.3,35714.45,28959.25,16.76,1478,818,660,116.91,482,28959.25,16.75882523148148
2023-09-10,2023,Q3,Sep,P1003,Tablet,Electronics,North,266,344470,366734,236795.9,35829.88,94108.22,25.66,1127,579,548,325.41,5076,94108.22,25.661165858633233
2020-09-01,2020,Q3,Sep,P1004,Headphones,Accessories,South,108,216540,235295,137319.8,47371.45,50603.78,21.51,875,522,353,268.91,4156,50603.750000000015,21.50651310057588
2022-12-08,2022,Q4,Dec,P1004,Headphones,Accessories,North,173,370912,377920,269245.1,55346.55,53328.31,14.11,1022,258,764,369.78,2002,53328.35000000002,14.11101555884844
2021-11-21,2021,Q4,Nov,P1001,Mobile,Electronics,East,441,577710,598787,416242.1,66851.91,115693.0,19.32,469,241,228,1276.73,5202,115692.99000000002,19.321226078722486
2022-08-25,2022,Q3,Aug,P1005,Smartwatch,Accessories,West,304,656336,676768,439698.1,101826.3,135243.6,19.98,2847,1287,1560,237.71,4492,135243.60000000003,19.983746276419694
2019-02-28,2019,Q1,Feb,P1005,Smartwatch,Accessories,North,102,174624,191462,114170.9,36077.6,41213.54,21.53,1377,673,704,139.04,3225,41213.50000000001,21.525681336244272
2020-05-15,2020,Q2,May,P1005,Smartwatch,Accessories,East,351,645840,668798,457406.3,131037.2,80354.49,12.01,173,55,118,3865.88,4712,80354.50000000001,12.014763800130982
2022-04-01,2022,Q2,Apr,P1004,Headphones,Accessories,North,361,462080,474234,309454.8,46946.92,117832.3,24.85,198,111,87,2395.12,6561,117832.28000000001,24.84686462801065
2019-12-21,2019,Q4,Dec,P1001,Mobile,Electronics,North,255,472260,489201,281261.3,54713.4,153226.3,31.32,1377,730,647,355.27,2152,153226.30000000002,31.32174709373039
2023-09-04,2023,Q3,Sep,P1005,Smartwatch,Accessories,West,365,410260,416454,281220.1,81982.4,53251.53,12.79,2242,1233,1009,185.75,3063,53251.50000000003,12.786886426832261
2020-05-06,2020,Q2,May,P1003,Tablet,Electronics,South,46,46690,57423,32009.04,7844.85,17569.11,30.6,2276,748,1528,25.23,6645,17569.11,30.595945875346114
2020-12-09,2020,Q4,Dec,P1005,Smartwatch,Accessories,North,433,589746,604237,422488.0,104788.4,76960.61,12.74,3551,1588,1963,170.16,4494,76960.6,12.736823464964909
2022-09-15,2022,Q3,Sep,P1004,Headphones,Accessories,East,394,593758,602427,391427.8,100018.7,110980.5,18.42,1110,563,547,542.73,616,110980.50000000001,18.422232071271708
2022-05-21,2022,Q2,May,P1003,Tablet,Electronics,East,326,332194,343351,239235.9,48921.44,55193.66,16.07,662,359,303,518.66,3284,55193.66,16.07499614097527
2022-03-10,2022,Q1,Mar,P1005,Smartwatch,Accessories,East,324,335664,347672,210025.2,63352.66,74294.11,21.37,2575,1537,1038,135.02,1816,74294.13999999998,21.369031731056854
2019-05-11,2019,Q2,May,P1002,Laptop,Electronics,West,428,675384,698962,414149.0,106129.0,178684.0,25.56,3586,1325,2261,194.91,3922,178684.0,25.564193761606496
2022-10-15,2022,Q4,Oct,P1005,Smartwatch,Accessories,South,123,221892,228301,134234.2,25997.62,68069.19,29.82,1315,772,543,173.61,5076,68069.18,29.81554176284817
2022-05-17,2022,Q2,May,P1004,Headphones,Accessories,East,383,762936,786266,524272.4,97508.1,164485.5,20.92,2528,1472,1056,311.02,2018,164485.49999999997,20.919828658494705
2020-12-19,2020,Q4,Dec,P1004,Headphones,Accessories,West,187,211310,221740,150554.2,18679.4,52506.42,23.68,3686,1722,1964,60.16,5273,52506.39999999999,23.679264002886256
2022-03-21,2022,Q1,Mar,P1002,Laptop,Electronics,South,675,1103625,1127156,709478.5,197992.1,219685.4,19.49,435,220,215,2591.16,5040,219685.4,19.49023915057011
2023-03-25,2023,Q1,Mar,P1004,Headphones,Accessories,East,189,232659,238451,158060.8,48998.1,31392.09,13.17,675,264,411,353.26,3707,31392.100000000013,13.16501084080168
2022-02-03,2022,Q1,Feb,P1003,Tablet,Electronics,West,680,858840,868484,606265.7,96251.07,165967.2,19.11,162,65,97,5361.01,3717,165967.23000000004,19.109992815066256
2019-08-26,2019,Q3,Aug,P1003,Tablet,Electronics,East,422,410184,424171,285807.6,43833.05,94530.33,22.29,2099,842,1257,202.08,6945,94530.35000000002,22.285905920018113
2022-03-20,2022,Q1,Mar,P1002,Laptop,Electronics,South,621,562626,584688,402700.0,125304.2,56683.78,9.69,1057,296,761,553.16,3703,56683.8,9.694708972990723
